layer,cache,component,shape,numel,mean,std,min,max,abs_mean,rms,p01,p50,p99,zero_fraction,residual_to_receiver_rms
25,fused_minus_receiver,K,1x8x50x128,51200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,receiver,V,1x8x50x128,51200,0.06708717346191406,7.996640682220459,-46.5,53.0,5.929197788238525,7.996921539306641,-21.0,0.057373046875,21.0,0.0,
25,fused,V,1x8x50x128,51200,0.07452724128961563,8.343182563781738,-46.5,53.0,6.20374059677124,8.343515396118164,-21.625,0.0625,21.75,7.812499825377017e-05,
25,fused_minus_receiver,V,1x8x50x128,51200,0.0074605862610042095,2.402543783187866,-24.625,33.75,1.099843978881836,2.402554988861084,-7.59375,0.0,7.9375,0.32652342319488525,0.30043498326849827
26,receiver,K,1x8x50x128,51200,0.012880359776318073,2.201594352722168,-36.25,24.625,1.1914130449295044,2.201632022857666,-7.4375,-0.0001697540283203125,7.75,1.9531249563442543e-05,
26,fused,K,1x8x50x128,51200,0.013245013542473316,2.2043755054473877,-36.25,25.0,1.194928526878357,2.2044153213500977,-7.4375,0.00014162063598632812,7.75,0.0,
26,fused_minus_receiver,K,1x8x50x128,51200,0.00036472000647336245,0.07347509264945984,-1.515625,1.53125,0.024280564859509468,0.07347600162029266,-0.2109375,0.0,0.21875,0.3854687511920929,0.033373425194334956
26,receiver,V,1x8x50x128,51200,0.10069489479064941,8.027673721313477,-81.0,45.25,6.031402587890625,8.028305053710938,-20.126251220703125,0.072021484375,20.625,0.0,
26,fused,V,1x8x50x128,51200,0.10069489479064941,8.027673721313477,-81.0,45.25,6.031402587890625,8.028305053710938,-20.126251220703125,0.072021484375,20.625,0.0,
26,fused_minus_receiver,V,1x8x50x128,51200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,receiver,K,1x8x50x128,51200,0.009978674352169037,2.7288625240325928,-40.25,44.5,1.2781600952148438,2.7288806438446045,-5.75,-0.001804351806640625,6.53125,0.0002929687325377017,
27,fused,K,1x8x50x128,51200,0.009978674352169037,2.7288625240325928,-40.25,44.5,1.2781600952148438,2.7288806438446045,-5.75,-0.001804351806640625,6.53125,0.0002929687325377017,
27,fused_minus_receiver,K,1x8x50x128,51200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,receiver,V,1x8x50x128,51200,-0.05321750417351723,6.79815673828125,-40.5,41.5,5.108547687530518,6.798365592956543,-17.376251220703125,-0.07373046875,17.625,0.0,
27,fused,V,1x8x50x128,51200,-0.05321750417351723,6.79815673828125,-40.5,41.5,5.108547687530518,6.798365592956543,-17.376251220703125,-0.07373046875,17.625,0.0,
27,fused_minus_receiver,V,1x8x50x128,51200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
