layer,cache,component,shape,numel,mean,std,min,max,abs_mean,rms,p01,p50,p99,zero_fraction,residual_to_receiver_rms
9,receiver,K,1x8x50x128,51200,0.08981913328170776,3.2569425106048584,-36.25,42.0,1.5401924848556519,3.2581803798675537,-9.188125610351562,0.015625,9.000732421875,0.00023437499476131052,
9,fused,K,1x8x50x128,51200,0.08981913328170776,3.2569425106048584,-36.25,42.0,1.5401924848556519,3.2581803798675537,-9.188125610351562,0.015625,9.000732421875,0.00023437499476131052,
9,fused_minus_receiver,K,1x8x50x128,51200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,receiver,V,1x8x50x128,51200,-0.02094973251223564,0.7356429100036621,-5.78125,4.46875,0.5507013201713562,0.7359411120414734,-1.9453907012939453,-0.0145263671875,1.859375,0.0,
9,fused,V,1x8x50x128,51200,-0.02094973251223564,0.7356429100036621,-5.78125,4.46875,0.5507013201713562,0.7359411120414734,-1.9453907012939453,-0.0145263671875,1.859375,0.0,
9,fused_minus_receiver,V,1x8x50x128,51200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,receiver,K,1x8x50x128,51200,0.10617811232805252,4.36079216003418,-62.25,68.0,1.6427760124206543,4.36208438873291,-9.3125,0.014556884765625,9.813232421875,0.00019531248835846782,
10,fused,K,1x8x50x128,51200,0.10617811232805252,4.36079216003418,-62.25,68.0,1.6427760124206543,4.36208438873291,-9.3125,0.014556884765625,9.813232421875,0.00019531248835846782,
10,fused_minus_receiver,K,1x8x50x128,51200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,receiver,V,1x8x50x128,51200,0.021522635594010353,0.7435737252235413,-7.46875,11.1875,0.5552954077720642,0.7438850998878479,-1.8203125,0.010101318359375,1.9453125,0.0,
10,fused,V,1x8x50x128,51200,0.022448832169175148,0.8897461295127869,-6.875,11.4375,0.668381929397583,0.8900291919708252,-2.234375,0.00982666015625,2.359375,5.859374869032763e-05,
10,fused_minus_receiver,V,1x8x50x128,51200,0.0009274440817534924,0.48698508739471436,-5.6875,5.21875,0.30114424228668213,0.4869859516620636,-1.46875,0.001953125,1.4921875,0.008574218489229679,0.6546521119128266
11,receiver,K,1x8x50x128,51200,0.025619663298130035,2.4676570892333984,-45.0,24.875,1.4609400033950806,2.467789649963379,-7.8125,0.004547119140625,8.125,0.0001367187505820766,
11,fused,K,1x8x50x128,51200,0.04466264694929123,2.5558910369873047,-45.0,24.875,1.585729956626892,2.556281328201294,-8.0,0.01513671875,8.125732421875,0.0,
11,fused_minus_receiver,K,1x8x50x128,51200,0.01904412917792797,0.7052308320999146,-5.8125,6.75,0.2800941467285156,0.7054879665374756,-2.40625,0.0,2.703125,0.26656249165534973,0.2858784850434658
